region,title,view_num,danmu,upload_time,up_author,bvid,video_url
搞笑,（俄乌冲突）上海复兴公园里，二个退休老人为各自支持的俄罗斯和乌克兰动手打架,3082,8,2022-03-02,怀特988,BV1JL4y1371f,www.bilibili.com/video/BV1JL4y1371f?from=search
热点,CNN抢中国记者提问，被俄罗斯外长怒怼：你感染了“没礼貌病毒”！,193.4万,1069,2022-02-25,看看新闻Knews,BV1oZ4y1k7DM,www.bilibili.com/video/BV1oZ4y1k7DM?from=search
环球,欧盟宣布向乌提供武器对俄关闭领空,9.5万,147,2022-02-28,央视网,BV1ZZ4y1k7ep,www.bilibili.com/video/BV1ZZ4y1k7ep?from=search
环球,俄乌冲突中，美国扮演了一个什么角色,1.7万,23,2022-03-01,央视网,BV1UR4y157iD,www.bilibili.com/video/BV1UR4y157iD?from=search
综合,俄乌已经开战加拿大外长在乌克兰下跪，称俄军打死4500名乌军,4.3万,18,2022-02-20,妹子杨言,BV11Y411V7uo,www.bilibili.com/video/BV11Y411V7uo?from=search
社科·法律·心理,乌克兰的冲突还会继续扩大吗？【亚洲特快】,124.6万,1.0万,2022-02-22,观察者网,BV1Lu411X7bo,www.bilibili.com/video/BV1Lu411X7bo?from=search
科学科普,俄乌冲突到底是因为什么？多方博弈，乌克兰成为牺牲品？,1.3万,40,2022-02-27,弟球说个球官方,BV1GS4y1c7fC,www.bilibili.com/video/BV1GS4y1c7fC?from=search
财经商业,俄乌冲突对硅谷的影响. 希望能给到大家不一样的观点.,7292,37,2022-02-28,Lewis浅谈,BV12u411D7dY,www.bilibili.com/video/BV12u411D7dY?from=search
热点,CNN探访俄乌战后阵地：炮弹被遗弃，坦克翻沟报废小车被炸散架,13.5万,95,2022-02-26,青蜂侠-Bee,BV13Y411G7Lw,www.bilibili.com/video/BV13Y411G7Lw?from=search
热点,俄乌今天谈判会谈些什么？会有结果吗？,6.6万,128,2022-02-28,胡锡进,BV1oL4y1g7rA,www.bilibili.com/video/BV1oL4y1g7rA?from=search
热点,拜登国情咨文演讲开口就谈俄乌，但乌议员不满，称“完全令人失望”,3.8万,55,2022-03-03,环球网,BV1EL4y137Wq,www.bilibili.com/video/BV1EL4y137Wq?from=search
环球,总台记者直击俄乌边境 大批重炮集结,70.8万,833,2022-02-22,央视网,BV1jS4y1F78R,www.bilibili.com/video/BV1jS4y1F78R?from=search
财经商业,能源战争3：“俄乌冲突”的真相，一场属于美国和欧洲的终极博弈,12.1万,190,2022-02-18,厉害财经,BV1Mm4y1o7Nk,www.bilibili.com/video/BV1Mm4y1o7Nk?from=search
环球,俄军坦克已抵达乌克兰首都周边！乌军炸毁一座桥梁阻止俄军前进,52.2万,165,2022-02-25,环球网,BV1wY411G7FX,www.bilibili.com/video/BV1wY411G7FX?from=search
日常,俄乌2月16日开战?,3.5万,146,2022-02-15,俄罗斯喀秋莎,BV14P4y1w7Qs,www.bilibili.com/video/BV14P4y1w7Qs?from=search
环球,CGTN独家直击俄乌现场：中国留学生在炮火声中拍视频,1.4万,9,2022-03-01,CGTN,BV1Eq4y147f2,www.bilibili.com/video/BV1Eq4y147f2?from=search
热点,中国留学生讲述基辅现状，中国驻乌使馆发布提醒 车身可贴中国国旗,13.9万,58,2022-02-24,青蜂侠-Bee,BV1qi4y127Cc,www.bilibili.com/video/BV1qi4y127Cc?from=search
环球,乌军方称击落一架俄罗斯飞机，俄国防部反驳：与事实不符,20.8万,31,2022-02-24,环球网,BV1eP4y1c7aX,www.bilibili.com/video/BV1eP4y1c7aX?from=search
热点,乌克兰总统称普京不接电话：“乌克兰不希望战争！”,217.4万,4770,2022-02-24,观察者网,BV1FY411G75C,www.bilibili.com/video/BV1FY411G75C?from=search
环球,项庄舞剑，意在沛公？俄乌危机对华利害何在,5.1万,61,2022-02-18,外交学院王帆,BV1AF411J7Lp,www.bilibili.com/video/BV1AF411J7Lp?from=search
环球,现场：俄乌谈判屋内画面曝光,20.3万,72,2022-02-28,环球网,BV1Fq4y147XT,www.bilibili.com/video/BV1Fq4y147XT?from=search
热点,乌克兰总统：俄乌会谈没有取得预期结果,9.1万,65,2022-03-01,环球网,BV11b4y1x7h1,www.bilibili.com/video/BV11b4y1x7h1?from=search
综合,CNN记者认错俄乌士兵！偶遇俄罗斯空降兵误以为是乌克兰士兵，还前去打招呼,72.7万,212,2022-02-26,环球网,BV1Nm4y1R7x9,www.bilibili.com/video/BV1Nm4y1R7x9?from=search
热点,第二轮俄乌会谈地点可能更改，双方还未做出最终决定,1.2万,1,2022-03-03,环球网,BV1Mq4y147B5,www.bilibili.com/video/BV1Mq4y147B5?from=search
桌游棋牌,拼多多5毛买的俄乌三国杀！还有特朗普！,1.7万,125,2022-02-26,某驾校校长,BV1C34y1r78M,www.bilibili.com/video/BV1C34y1r78M?from=search
热点,俄乌还没谈，约翰逊就质疑“普京的诚意”,2.5万,59,2022-02-28,参考消息,BV1Zi4y1y7ym,www.bilibili.com/video/BV1Zi4y1y7ym?from=search
热点,俄罗斯军方：美军无人机涉入乌克兰战事，很可能为乌艇袭击俄舰船提供了引导,13.5万,44,2022-02-27,环球网,BV1CF411t7nX,www.bilibili.com/video/BV1CF411t7nX?from=search
社科·法律·心理,俄乌战争军力比拼，为啥冬奥一结束就动手？,3.6万,85,2022-02-25,储殷教授,BV17i4y1y7Fx,www.bilibili.com/video/BV17i4y1y7Fx?from=search
热点,深度分析：乌克兰危局中的美俄乌领导人如何控局？,4.3万,92,2022-02-19,央视网快看,BV1Wr4y1r7yv,www.bilibili.com/video/BV1Wr4y1r7yv?from=search
社会,俄方称乌总统已离开基辅：他发的视频是提前录制的,6.4万,26,2022-02-26,东方今报,BV1Am4y1R7sx,www.bilibili.com/video/BV1Am4y1R7sx?from=search
环球,直击俄乌谈判现场 原声完整版,12.6万,167,2022-02-28,央视网,BV1sq4y147ZF,www.bilibili.com/video/BV1sq4y147ZF?from=search
环球,俄乌危机微妙时刻 拜登派这三个人窜访台湾,6.5万,39,2022-03-01,央视网,BV1VU4y1f7yL,www.bilibili.com/video/BV1VU4y1f7yL?from=search
热点,探析俄乌开战对全球影响，有几大方面利好中国？美国或成最大输家,13.6万,628,2022-02-25,评论员李炜,BV1ZR4y1V7RQ,www.bilibili.com/video/BV1ZR4y1V7RQ?from=search
人文历史,【俄乌恩怨史】大饥荒真的是俄罗斯针对乌克兰人的种族灭绝吗？,4938,52,2022-03-03,政史哲君,BV1sY411G78V,www.bilibili.com/video/BV1sY411G78V?from=search
热点,乌克兰曝光俄开战时间，明年1月底闪电入侵，9.4万大军进入战位,67.1万,976,2021-12-06,第一军情,BV1Jq4y1q7PJ,www.bilibili.com/video/BV1Jq4y1q7PJ?from=search
环球,俄乌战火下的普通人正在经历什么？,1.1万,43,2022-02-28,腾讯新闻,BV1XL4y1M7iT,www.bilibili.com/video/BV1XL4y1M7iT?from=search
热点,俄乌谈判结束！70秒回顾俄乌冲突第5天,130.2万,720,2022-03-01,央视新闻,BV14S4y16796,www.bilibili.com/video/BV14S4y16796?from=search
综合,俄乌冲突，俄面临一败涂地的危险？导弹太少了，靠坦克打不跨乌军,3.9万,214,2022-02-28,石宏主编,BV1jS4y167Xd,www.bilibili.com/video/BV1jS4y167Xd?from=search
热点,CGTN特约报道员探访俄乌边境难民收容所,4.4万,25,2022-02-25,CGTN,BV1KL411T7NX,www.bilibili.com/video/BV1KL411T7NX?from=search
热点,俄乌冲突最终结果如何？台专家张竞解读,2.7万,56,2022-02-26,海峡导报社,BV17T4y1Q7rK,www.bilibili.com/video/BV17T4y1Q7rK?from=search
热点,预测俄乌战争两周内结束？台湾军事专家：俄罗斯不惜一战一定要赢,2.6万,35,2022-02-25,海峡导报社,BV13b4y1x7Wa,www.bilibili.com/video/BV13b4y1x7Wa?from=search
环球,俄方：乌用平民做人盾用假消息嫁祸俄方,9.1万,108,2022-02-28,央视网,BV1WS4y1678s,www.bilibili.com/video/BV1WS4y1678s?from=search
人文历史,俄乌战争中各国立场与态度,7600,1,2022-03-02,久远如常,BV1NL411N7qd,www.bilibili.com/video/BV1NL411N7qd?from=search
环球,20年来最迅捷的一场战争？“俄乌之战”还要打多久,82.9万,2056,2022-02-24,上观-大局观,BV1rb4y1s73G,www.bilibili.com/video/BV1rb4y1s73G?from=search
环球,第七日！回顾过去24小时俄乌局势进展,3.4万,13,2022-03-03,中新视频,BV1gq4y147SM,www.bilibili.com/video/BV1gq4y147SM?from=search
环球,近距离直面战场！俄伞兵小组在基辅北部地区和乌军作战 枪声下有女性提包逃窜,68.8万,123,2022-02-25,环球网,BV1PY411G7ge,www.bilibili.com/video/BV1PY411G7ge?from=search
环球,英媒：乌克兰官员称，俄军已开始攻击乌南部城市赫尔松！当地居民拍到俄士兵在街头行进,8.5万,57,2022-03-01,环球网,BV12r4y1z751,www.bilibili.com/video/BV12r4y1z751?from=search
社科·法律·心理,俄乌冲突关闭的领空指的是什么？领海在哪里？船长讲解海域划分的知识,8042,28,2022-03-02,李船长笔记,BV1wP4y1g7Wh,www.bilibili.com/video/BV1wP4y1g7Wh?from=search
环球,凤凰观察：俄乌战争结束后 美国将彻底从全球霸权神坛跌落,5.9万,86,2022-02-24,凤凰卫视,BV13L411T7Dj,www.bilibili.com/video/BV13L411T7Dj?from=search
热点,全球连线｜俄乌首次谈判结束！新华社记者基辅超市见闻,2.8万,21,2022-03-02,新华网,BV1Du411D7Aj,www.bilibili.com/video/BV1Du411D7Aj?from=search
环球,俄乌冲突升级！联合国宣布向乌克兰拨款2000万美元，原因公开,5.9万,36,2022-02-25,大象新闻,BV1JR4y157gj,www.bilibili.com/video/BV1JR4y157gj?from=search
环球,【热评】连叛逆的车臣部队都出征了，俄乌战争到哪一步了？,1.3万,21,2022-02-28,田柳观察,BV1PL4y137Yh,www.bilibili.com/video/BV1PL4y137Yh?from=search
日常,【少康戰情室】台湾节目中沈富雄经典预言俄乌局势，“俄罗斯绝对不会打！”,5.4万,22,2022-02-24,DoY1ng0128,BV1Tq4y1b7Xk,www.bilibili.com/video/BV1Tq4y1b7Xk?from=search
综合,美记者在基辅郊外，目睹俄乌军方现场交火,65.6万,203,2022-02-25,财联社CC新闻,BV1SZ4y1k71c,www.bilibili.com/video/BV1SZ4y1k71c?from=search
热点,实拍：电视记者拍摄时突遭乌克兰军方炮击 记者和摄影师慌忙躲避,2.0万,5,2022-02-24,凤凰卫视,BV1Nb4y1x7Fn,www.bilibili.com/video/BV1Nb4y1x7Fn?from=search
环球,被乌克兰要求 就俄乌问题谴责俄方 武契奇：建议乌克兰先谴责 美英对塞尔维亚的侵略,57.0万,100,2022-02-23,新闻启示录,BV15T4y1Q7Tw,www.bilibili.com/video/BV15T4y1Q7Tw?from=search
综合,美记者在基辅郊外，目睹俄乌军方现场交火,65.6万,203,2022-02-25,财联社CC新闻,BV1SZ4y1k71c,www.bilibili.com/video/BV1SZ4y1k71c?from=search
热点,实拍：电视记者拍摄时突遭乌克兰军方炮击 记者和摄影师慌忙躲避,2.0万,5,2022-02-24,凤凰卫视,BV1Nb4y1x7Fn,www.bilibili.com/video/BV1Nb4y1x7Fn?from=search
环球,被乌克兰要求 就俄乌问题谴责俄方 武契奇：建议乌克兰先谴责 美英对塞尔维亚的侵略,57.0万,100,2022-02-23,新闻启示录,BV15T4y1Q7Tw,www.bilibili.com/video/BV15T4y1Q7Tw?from=search
日常,俄乌战争引发连锁反应，让意大利女孩更加的佩服爸爸，先见之明,2.2万,387,2022-03-03,意大利女孩善美,BV1Fm4y1d7mP,www.bilibili.com/video/BV1Fm4y1d7mP?from=search
人文历史,俄乌局势 早在2017年局座就预判到俄乌必有一战了！,1.8万,6,2022-02-26,傻傻的社长,BV1TS4y1c7Kk,www.bilibili.com/video/BV1TS4y1c7Kk?from=search
综合,【深度分析】俄乌爆发冲突的起因！民族矛盾并不是唯一导火索,2.9万,36,2022-02-25,校尉说,BV1iq4y1x7GA,www.bilibili.com/video/BV1iq4y1x7GA?from=search
热点,俄国防部长：俄军将继续在乌开展特别军事行动 直至实现既定目标,3.6万,23,2022-03-01,青蜂侠-Bee,BV1U44y1T7W3,www.bilibili.com/video/BV1U44y1T7W3?from=search
财经商业,俄乌冲突下，美联储3月还会加息吗？,1.3万,28,2022-03-02,财经王安松,BV1qR4y157va,www.bilibili.com/video/BV1qR4y157va?from=search
社会,在乌克兰 的中国留学生，打印中国国旗随身携带。#俄乌冲突,4.4万,12,2022-02-25,中国网直播,BV1iT4y1Q7rj,www.bilibili.com/video/BV1iT4y1Q7rj?from=search
环球,俄乌谈判会场准备完毕 乌代表团已抵达白俄罗斯,2.0万,10,2022-02-28,央视网快看,BV1dP4y1u7EL,www.bilibili.com/video/BV1dP4y1u7EL?from=search
热点,俄媒：法国记者称欧洲媒体不愿报道乌军炮击本国平民,41.1万,154,2022-02-27,观察者网,BV1mU4y1Z7zB,www.bilibili.com/video/BV1mU4y1Z7zB?from=search
环球,【第一视角】俄乌军人在面前交火 （谢谢给小团视频的博主 一定要平安啊）,4.3万,38,2022-02-28,CGTN记者团,BV1W341157ht,www.bilibili.com/video/BV1W341157ht?from=search
日常,俄乌战争，俄罗斯全国降半旗,1.2万,1,2022-02-28,东逗逗,BV12Y411G7so,www.bilibili.com/video/BV12Y411G7so?from=search
综合,美国煽动俄乌局势的真实目的,31.0万,312,2022-02-27,共青团中央,BV1pF411t7qZ,www.bilibili.com/video/BV1pF411t7qZ?from=search
热点,俄媒：乌克兰要求将俄罗斯排除在联合国之外,48.4万,562,2022-02-24,观察者网,BV1jm4y1R7fP,www.bilibili.com/video/BV1jm4y1R7fP?from=search
环球,特朗普称因自己没连任才有的俄乌冲突：如果我是总统，我会解散北约！,35.0万,365,2022-02-25,东方今报,BV15i4y1y7Uq,www.bilibili.com/video/BV15i4y1y7Uq?from=search
单机游戏,疫情原因 俄乌之战改钢铁雄心4进行：两年战胜乌克兰 重建苏联,5.1万,48,2022-02-17,三棵树下的幽灵,BV1mT4y1X7hw,www.bilibili.com/video/BV1mT4y1X7hw?from=search
热点,俄军已登陆乌克兰敖德萨 并突破哈尔科夫州界,38.1万,124,2022-02-24,看看新闻Knews,BV1N3411j71L,www.bilibili.com/video/BV1N3411j71L?from=search
日常,俄乌局势紧张，地理老师沉浸在国际形势探讨中：已经猜到下次考题,38.3万,93,2022-02-25,直播日照,BV1AR4y15768,www.bilibili.com/video/BV1AR4y15768?from=search
环球,大批居民车辆驶离乌克兰首都基辅 民众恐慌情绪蔓延,18.9万,38,2022-02-24,环球网,BV1WY41157rZ,www.bilibili.com/video/BV1WY41157rZ?from=search
环球,俄罗斯代表团团长：俄乌将在第二轮谈判中讨论停火等问题,2.7万,9,2022-03-03,CGTN,BV1wF411b7cR,www.bilibili.com/video/BV1wF411b7cR?from=search
综合,俄媒公开：俄军进入乌克兰城市现场视频  缴获一批西方国家向乌提供的武器,18.1万,42,2022-02-26,环球网,BV1gP4y1c7EV,www.bilibili.com/video/BV1gP4y1c7EV?from=search
环球,【关注俄乌局势最新进展】白宫：美国任何情况下都不会向乌克兰派兵,38.7万,158,2022-02-24,央视网快看,BV11Z4y1k7pW,www.bilibili.com/video/BV11Z4y1k7pW?from=search
环球,俄乌局势 欧洲多国宣布向乌克兰提供武器装备,2.9万,58,2022-02-28,央视网快看,BV1rb4y1x7RD,www.bilibili.com/video/BV1rb4y1x7RD?from=search
热点,蝴蝶效应？特朗普：我没连任才有的俄乌冲突,16.3万,206,2022-02-24,风闻,BV1cZ4y1C7ds,www.bilibili.com/video/BV1cZ4y1C7ds?from=search
竞技体育,下一个被制裁要轮到瓜迪奥拉了！谈俄乌冲突，一句话让全场沉默,7856,16,2022-03-02,是尧茜吖,BV1Ka411h7A7,www.bilibili.com/video/BV1Ka411h7A7?from=search
热点,俄代表团与乌方谈判前一晚没睡觉,16.7万,71,2022-02-28,新华社快看,BV1Xu411D777,www.bilibili.com/video/BV1Xu411D777?from=search
热点,俄乌谈判破产？普京露面发最后警告！兵临基辅泽连斯基却拒绝和谈,42.6万,307,2022-02-26,评论员杜平,BV1Br4y1r7mf,www.bilibili.com/video/BV1Br4y1r7mf?from=search
环球,俄国防部长：俄军将继续在乌开展特别军事行动，直至实现既定目标,10.7万,331,2022-03-01,环球网,BV18u411D7KB,www.bilibili.com/video/BV18u411D7KB?from=search
环球,乌副防长：有俄方士兵缴获乌克兰军车换装乌军服装，正带领俄军车队驶向基辅,17.0万,18,2022-02-25,环球网,BV1CR4y1V7je,www.bilibili.com/video/BV1CR4y1V7je?from=search
影视剪辑,俄乌边境居民：听说俄罗斯和乌克兰已经交战了？,6.4万,25,2022-02-17,且请吃茶去,BV1yT4y1X7wi,www.bilibili.com/video/BV1yT4y1X7wi?from=search
日常,俄乌大战，拜登想趁机扫平所有对手！欧盟不给机会，主动找上中国,2862,3,2022-03-03,大国锐评,BV1MU4y1f7w6,www.bilibili.com/video/BV1MU4y1f7w6?from=search
环球,北约要参战？俄乌冲突第4天，泽连斯基拒绝和谈，普京的麻烦来了,9.3万,527,2022-02-27,邱震海,BV15T4y1S79P,www.bilibili.com/video/BV15T4y1S79P?from=search
环球,乌克兰哈尔科夫政府大楼广场遭炮击 俄方称乌克兰火箭炮 乌方指责俄是“恐怖行动”,1.8万,25,2022-03-01,东方今报,BV1SZ4y167S6,www.bilibili.com/video/BV1SZ4y167S6?from=search
热点,高度紧张的俄乌局势会对全球带来什么影响【直播片段】,63.5万,815,2022-02-24,观察者网,BV1Li4y1y7tb,www.bilibili.com/video/BV1Li4y1y7tb?from=search
热点,基辅电视塔附近二次爆炸：设备底部遭精准袭击 爆炸瞬间火光腾起,18.0万,155,2022-03-02,青蜂侠-Bee,BV17S4y167wA,www.bilibili.com/video/BV17S4y167wA?from=search
热点,拜登号召议员为乌驻美大使鼓掌 随后重申不会在乌克兰与俄交战,2.9万,103,2022-03-02,看看新闻Knews,BV1SS4y167eQ,www.bilibili.com/video/BV1SS4y167eQ?from=search
单机游戏,离谱！游戏画面冒充俄乌新闻,3864,2,2022-03-02,白马克笔,BV1yR4y157QA,www.bilibili.com/video/BV1yR4y157QA?from=search
热点,美军无人机插手俄乌海战！终于下场介入乌克兰局势？危险的选择,5.3万,67,2022-03-01,邵永灵,BV1WL4y137pQ,www.bilibili.com/video/BV1WL4y137pQ?from=search
热点,俄乌局势影响有多大？义乌商人先知道,58.1万,235,2022-02-23,央视网,BV1GR4y157A2,www.bilibili.com/video/BV1GR4y157A2?from=search
热点,俄乌局势影响有多大？义乌商人先知道,58.1万,235,2022-02-23,央视网,BV1GR4y157A2,www.bilibili.com/video/BV1GR4y157A2?from=search
热点,现场传声 | 俄乌开谈了！一起静候结果,15.9万,245,2022-02-28,玉渊谭天,BV1GU4y1f7cH,www.bilibili.com/video/BV1GU4y1f7cH?from=search
热点,现场视频：乌军与俄军在苏梅激烈交火,13.5万,50,2022-02-25,新华网,BV1oa411C7qk,www.bilibili.com/video/BV1oa411C7qk?from=search
环球,俄方喊话乌军投降就不打击,34.9万,410,2022-02-24,新华网,BV1jT4y1Q7aF,www.bilibili.com/video/BV1jT4y1Q7aF?from=search
环球,俄方发布蛇岛投降的乌军士兵视频,15.8万,85,2022-02-26,央视网,BV1FS4y1c7Fp,www.bilibili.com/video/BV1FS4y1c7Fp?from=search
日常,俄乌局势紧张，中国小伙身价暴涨50%，却苦了俄罗斯洋媳妇一家！,76.1万,1010,2022-02-09,贝加尔Jay和Nana,BV1Hu41197Xa,www.bilibili.com/video/BV1Hu41197Xa?from=search
环球,俄代表团已抵达谈判地点！俄代表团团长：俄乌将在第二轮谈判中讨论停火等问题,3.0万,3,2022-03-03,环球网,BV1Eb4y1x7ZY,www.bilibili.com/video/BV1Eb4y1x7ZY?from=search
环球,俄乌代表团谈判结束双方同意继续谈判,1.5万,2,2022-03-01,央视网,BV1bF411b7qz,www.bilibili.com/video/BV1bF411b7qz?from=search
热点,俄乌开火，乌克兰武装防卫力量已瘫痪,118.4万,122,2022-02-24,四川观察,BV1TS4y1c7CY,www.bilibili.com/video/BV1TS4y1c7CY?from=search
热点,俄乌达成协议，双方军人共保切尔诺贝利核电站安全,56.2万,308,2022-02-27,国防时报TV,BV1Lm4y1R7c2,www.bilibili.com/video/BV1Lm4y1R7c2?from=search
